team_id,state,hs_name,athletic_director,colors,mascot,school_type
/fl/orlando/olympia-titans/,fl,Olympia High School,Kevin McElveen,,Titans,Co-Ed/Public
/fl/largo/largo-packers/,fl,Largo High School,Taylor Layner,,Packers,Co-Ed/Public
/fl/lynn-haven/mosley-dolphins/,fl,Mosley High School,Doug Lee,,Dolphins,Co-Ed/Public
/fl/plantation/plantation-colonels/,fl,Plantation High School,Laura Keeler,,Colonels,Co-Ed/Public
/fl/jacksonville/first-coast-buccaneers/,fl,First Coast High School,Daniel Grant,,Buccaneers,Co-Ed/Public
/fl/st-johns/beachside-barracudas/,fl,Beachside High School,Jen Harman,,Barracudas,NA
/fl/miami/true-north-classical-academy-titans/,fl,True North Classical Academy,Shawn Ramirez,,Titans,Co-Ed/Public
/fl/ponte-vedra/nease-panthers/,fl,Nease High School,Chris Gallagher,,Panthers,Co-Ed/Public
/fl/orlando/evans-trojans/,fl,Evans High School,Greg Thompson,,Trojans,Co-Ed/Public
/fl/clearwater/clearwater-tornadoes/,fl,Clearwater High School,Kathy Bindle,,Tornadoes,Co-Ed/Public
/fl/tarpon-springs/tarpon-springs-spongers/,fl,Tarpon Springs High School,Shawn Skelly,,Spongers,Co-Ed/Public
/fl/glen-st-mary/baker-county-wildcats/,fl,Baker County High School,Kevin Mays,,Wildcats,Co-Ed/Public
/fl/north-miami-beach/north-miami-beach-chargers/,fl,North Miami Beach High School,Sebastian Singh,,Chargers,Co-Ed/Public
/fl/st-petersburg/northeast-vikings/,fl,Northeast High School,William White / Larry Rudisill,,Vikings,Co-Ed/Public
/fl/miami/belen-jesuit-wolverines/,fl,Belen Jesuit High School,Lazaro Fernandez,,Wolverines,Boys/Private
/fl/englewood/lemon-bay-manta-rays/,fl,Lemon Bay High School,Ryan LaVallee,,Manta Rays,Co-Ed/Public
/fl/lakeland/lake-gibson-braves/,fl,Lake Gibson High School,Eric Haynes,,Braves,Co-Ed/Public
/fl/jacksonville/bishop-kenny-crusaders/,fl,Bishop Kenny High School,Mark Thorson,,Crusaders,Co-Ed/Private
/fl/fort-meade/fort-meade-miners/,fl,Fort Meade High School,Jonathan Spradlin,,Miners,Co-Ed/Public
/fl/fort-lauderdale/calvary-christian-academy-eagles/,fl,Calvary Christian Academy,Keith Huisman,,Eagles,Co-Ed/Private
/fl/stuart/martin-county-tigers/,fl,Martin County High School,Lauren Thompson,,Tigers,Co-Ed/Public
/fl/tampa/hillsborough-terriers/,fl,Hillsborough High School,Eric Brooks,,Terriers,Co-Ed/Public
/fl/plant-city/plant-city-raiders/,fl,Plant City High School,Randall Humphrey,,Raiders,Co-Ed/Public
/fl/orange-park/fleming-island-golden-eagles/,fl,Fleming Island High School,Travis Cunningham,,Golden Eagles,Co-Ed/Public
/fl/winter-garden/west-orange-warriors/,fl,West Orange High School,Lisa Montgomery,,Warriors,Co-Ed/Public
/fl/jacksonville/university-christian-christians/,fl,University Christian High School,John Sirmon,,Christians,Co-Ed/Private
/fl/middleburg/middleburg-broncos/,fl,Middleburg High School,Jay Stilianou,,Broncos,Co-Ed/Public
/fl/eustis/eustis-panthers/,fl,Eustis High School,Tom Kupec,,Panthers,Co-Ed/Public
/fl/orlando/boone-braves/,fl,Boone High School,Kevin Demer,,Braves,Co-Ed/Public
/fl/sunrise/piper-bengals/,fl,Piper High School,Chandler Sanzari,,Bengals,Co-Ed/Public
/fl/hollywood/south-broward-bulldogs/,fl,South Broward High School,Ryan March,,Bulldogs,Co-Ed/Public
/fl/weston/cypress-bay-lightning/,fl,Cypress Bay High School,Adrian Sosa,,Lightning,Co-Ed/Public
/fl/ocoee/ocoee-knights/,fl,Ocoee High School,Alderman,,Knights,Co-Ed/Public
/fl/boca-raton/saint-andrews-scots/,fl,Saint Andrew's High School,John O'Connell,,Scots,Co-Ed/Public
/fl/naples/barron-collier-cougars/,fl,Barron Collier High School,Michael Sartorio,,Cougars,Co-Ed/Public
/fl/gainesville/eastside-rams/,fl,Eastside High School,Derek Gonsoulin,,Rams,Co-Ed
/fl/orlando/orlando-christian-prep-warriors/,fl,Orlando Christian Prep,Treig Burke,,Warriors,Co-Ed/Private
/fl/pensacola/west-florida-jaguars/,fl,West Florida High School,Marc Conti,,Jaguars,Co-Ed/Public
/fl/pahokee/pahokee-blue-devils/,fl,Pahokee High School,Lashonda Kelly,,Blue Devils,Co-Ed/Public
/fl/haines-city/haines-city-hornets/,fl,Haines City High School,Sean Richmond,,Hornets,Co-Ed/Public
/fl/lake-butler/union-county-fightin-tigers/,fl,Union County High School,Andrew Thomas,,Fightin' Tigers,Co-Ed/Public
/fl/melbourne/palm-bay-pirates/,fl,Palm Bay High School,Brian Crowley,,Pirates,Co-Ed/Public
/fl/boca-raton/boca-raton-bobcats/,fl,Boca Raton High School,Jason Cohen,,Bobcats,Co-Ed/Public
/fl/pembroke-pines/west-broward-bobcats/,fl,West Broward High School,Allison Edens,,Bobcats,Co-Ed/Public
/fl/miami/gulliver-prep-raiders/,fl,Gulliver Prep,Andre Torres,,Raiders,Co-Ed/Private
/fl/new-port-richey/mitchell-mustangs/,fl,Mitchell High School,Trey Burdick,,Mustangs,Co-Ed/Public
/fl/hudson/hudson-cobras/,fl,Hudson High School,Timothy Hicks,,Cobras,Co-Ed/Public
/fl/merritt-island/merritt-island-mustangs/,fl,Merritt Island High School,Tom Finney,,Mustangs,Co-Ed/Public
/fl/spring-hill/springstead-eagles/,fl,Springstead High School,Matthew McGarry,,Eagles,Co-Ed/Public
/fl/jupiter/jupiter-warriors/,fl,Jupiter High School,Scott Selvidge,,Warriors,Co-Ed/Public
/fl/st-petersburg/st-petersburg-green-devils/,fl,St. Petersburg High School,Ed Pogorelc,,Green Devils,Co-Ed/Public
/fl/lantana/santaluces-chiefs/,fl,Santaluces High School,Jacquez Banks,,Chiefs,Co-Ed/Public
/fl/hialeah/hialeah-thoroughbreds/,fl,Hialeah High School,Ken DAmour,,Thoroughbreds,Co-Ed/Public
/fl/live-oak/suwannee-bulldogs/,fl,Suwannee High School,Frank Allen,,Bulldogs,Co-Ed/Public
/fl/hollywood/mcarthur-mustangs/,fl,McArthur High School,Dennis Dillon,,Mustangs,Co-Ed/Public
/fl/jacksonville/ed-white-commanders/,fl,ED White High School,Matthew Buckley,,Commanders,Co-Ed/Public
/fl/yulee/yulee-hornets/,fl,Yulee High School,Joshua Burch,,Hornets,Co-Ed/Public
/fl/st-augustine/tocoi-creek-toros/,fl,Tocoi Creek High School,NA,,Toros,NA
/fl/fort-myers/south-fort-myers-wolfpack/,fl,South Fort Myers High School,Allen Woodard,,Wolfpack,Co-Ed/Public
/fl/havana/gadsden-county-jaguars/,fl,Gadsden County High School,Eric Toussaint,,Jaguars,Co-Ed/Public
/fl/viera/viera-hawks/,fl,Viera High School,Chris Gallagher,,Hawks,Co-Ed/Public
/fl/tallahassee/leon-lions/,fl,Leon High School,Riley Bell/Ryan Pennington,,Lions,Co-Ed/Public
/fl/crestview/crestview-bulldogs/,fl,Crestview High School,Tim  Hatten,,Bulldogs,Co-Ed/Public
/fl/immokalee/immokalee-indians/,fl,Immokalee High School,Chris Siner,,Indians,Co-Ed/Public
/fl/auburndale/auburndale-bloodhounds/,fl,Auburndale High School,Pam Lancaster,,Bloodhounds,Co-Ed/Public
/fl/lutz/steinbrenner-warriors/,fl,Steinbrenner High School,Dennis Derflinger,,Warriors,Co-Ed/Public
/fl/ocala/forest-wildcats/,fl,Forest High School,Skip Austin,,Wildcats,Co-Ed/Public
/fl/wesley-chapel/cypress-creek-coyotes/,fl,Cypress Creek High School,Tico Hernandez,,Coyotes ,Co-Ed/Public
/fl/largo/pinellas-park-patriots/,fl,Pinellas Park High School,James Adams,,Patriots,Co-Ed/Public
/fl/hialeah/american-patriots/,fl,American High School,Marcus Gabriel,,Patriots,Co-Ed/Public
/fl/palmetto/palmetto-tigers/,fl,Palmetto High School,Bryan Wilkes,,Tigers,Co-Ed/Public
/fl/tallahassee/north-florida-christian-eagles/,fl,North Florida Christian High School,Mike Posey,,Eagles,Co-Ed/Private
/fl/palm-coast/flagler-palm-coast-bulldogs/,fl,Flagler Palm Coast High School,Scott Drabczyk,,Bulldogs,Co-Ed/Public
/fl/oviedo/masters-academy-eagles/,fl,Master's Academy,Trevor Berryhill,,Eagles,Co-Ed/Private
/fl/satellite-beach/satellite-scorpions/,fl,Satellite High School,TJ Gaudy,,Scorpions,Co-Ed/Public
/fl/cantonment/tate-aggies/,fl,Tate High School,Greg Blackmon,,Aggies,Co-Ed/Public
/fl/palm-beach-gardens/palm-beach-gardens-gators/,fl,Palm Beach Gardens High School,Brian Justine,,Gators,Co-Ed/Public
/fl/jacksonville/atlantic-coast-stingrays/,fl,Atlantic Coast High School,Kelly Blount,,Stingrays,Co-Ed/Public
/fl/fort-pierce/westwood-panthers/,fl,Westwood High School,Jill Willette,,Panthers,Co-Ed/Public
/fl/riverview/riverview-sharks/,fl,Riverview High School,kevin massena,,Sharks,Co-Ed/Public
/fl/fort-white/fort-white-indians/,fl,Fort White High School,Bregay Harris / Demetric Jackson,,Indians,Co-Ed/Public
/fl/fort-lauderdale/archbishop-mccarthy-mavericks/,fl,Archbishop McCarthy High School,Byron Walker,,Mavericks,Co-Ed/Private
/fl/panama-city/bozeman-bucks/,fl,Bozeman High School,jeff patton,,Bucks,Co-Ed/Public
/fl/brooksville/nature-coast-tech-sharks/,fl,Nature Coast Tech High School,Emily Gore,,Sharks,Co-Ed/Public
/fl/doral/doral-academy-firebirds/,fl,Doral Academy,Carlos Perez,,Firebirds,Co-Ed/Public
/fl/fort-lauderdale/stranahan-mighty-dragons/,fl,Stranahan High School,Jarvis McCray,,Mighty Dragons,Co-Ed/Public
/fl/palm-coast/matanzas-pirates/,fl,Matanzas High School,Zach Rigney,,Pirates,Co-Ed/Public
/fl/tampa/robinson-knights/,fl,Robinson High School,Kailyn Morman,,Knights,Co-Ed/Public
/fl/estero/estero-wildcats/,fl,Estero High School,gary white,,Wildcats,Co-Ed/Public
/fl/oviedo/hagerty-huskies/,fl,Hagerty High School,Jay Getty,,Huskies,Co-Ed/Public
/fl/parrish/parrish-community-bulls/,fl,Parrish Community High School,Shawn Trent,,Bulls,/Public
/fl/tallahassee/rickards-raiders/,fl,Rickards High School,Claudette Farmer,,Raiders,Co-Ed/Public
/fl/longwood/lyman-greyhounds/,fl,Lyman High School,Carly Burns,,Greyhounds,Co-Ed/Public
/fl/miami/dr-krop-lightning/,fl,Dr. Krop High School,Danac Lebrun,,Lightning,Co-Ed/Public
/fl/new-smyrna-beach/new-smyrna-beach-barracudas/,fl,New Smyrna Beach High School,Gerald Fuller,,Barracudas,Co-Ed/Public
/fl/palm-harbor/palm-harbor-university-hurricanes/,fl,Palm Harbor University,Jim Felce,,Hurricanes,Co-Ed/Public
/fl/miami/killian-cougars/,fl,Killian High School,John Smith II,,Cougars,Co-Ed/Public
/fl/gibsonton/east-bay-indians/,fl,East Bay High School,Brian Williams,,Indians,Co-Ed/Public
/fl/tarpon-springs/east-lake-eagles/,fl,East Lake High School,Kris Toscani,,Eagles,Co-Ed/Public
/fl/gulf-breeze/gulf-breeze-dolphins/,fl,Gulf Breeze High School,Matt Alt,,Dolphins,Co-Ed/Public
/fl/dover/specially-fit-academy-rams/,fl,Specially Fit Academy,NA,,Rams,NA
/fl/fort-lauderdale/westminster-academy-lions/,fl,Westminster Academy,Shannon Wallhoff,,Lions,Co-Ed/Public
/fl/miami/goleman-gators/,fl,Goleman High School,Melanie Gonzalez,,Gators,Co-Ed/Public
/fl/fort-lauderdale/nsu-university-sharks/,fl,NSU University,Dan Rovetto,,Sharks,Co-Ed/Private
/fl/marianna/marianna-bulldogs/,fl,Marianna High School,Jack Glover,,Bulldogs,Co-Ed/Public
/fl/bradenton/braden-river-pirates/,fl,Braden River High School,Matt Nesser,,Pirates,Co-Ed/Public
/fl/naples/gulf-coast-sharks/,fl,Gulf Coast High School,Alan Scott,,Sharks,Co-Ed/Public
/fl/daytona-beach/seabreeze-sandcrabs/,fl,Seabreeze High School,Brad Montgomery,,Sandcrabs,Co-Ed/Public
/fl/tallahassee/godby-cougars/,fl,Godby High School,Teresa Gunter,,Cougars,Co-Ed/Public
/fl/new-port-richey/gulf-buccaneers/,fl,Gulf High School,Bruno Buonsanto,,Buccaneers,Co-Ed/Public
/fl/st-petersburg/lakewood-spartans/,fl,Lakewood High School,Laura Mudd,,Spartans,Co-Ed/Public
/fl/fort-lauderdale/fort-lauderdale-flying-ls/,fl,Fort Lauderdale High School,Timothy Lawrence,,Flying L's,Co-Ed/Public
/fl/fort-walton-beach/fort-walton-beach-vikings/,fl,Fort Walton Beach High School,Holly McDaniel,,Vikings,Co-Ed/Public
/fl/green-cove-springs/clay-blue-devils/,fl,Clay High School,Jared Moses,,Blue Devils,Co-Ed/Public
/fl/ocala/west-port-wolf-pack/,fl,West Port High School, Lyle Livengood ,,Wolf Pack,Co-Ed/Public
/fl/jacksonville/providence-school-stallions/,fl,Providence School,RON POMPEO,,Stallions,Co-Ed/Private
/fl/orange-park/orange-park-raiders/,fl,Orange Park High School,Destiny Brightman,,Raiders,Co-Ed/Public
/fl/bonifay/holmes-county-blue-devils/,fl,Holmes County High School,Kevin Womble,,Blue Devils,Co-Ed/Public
/fl/palm-beach-gardens/dwyer-panthers/,fl,Dwyer High School,Ronda Gagnon,,Panthers,Co-Ed/Public
/fl/miami/st-brendan-sabres/,fl,St. Brendan High School,Kevin Esteban,,Sabres,Co-Ed/Public
/fl/land-o-lakes/land-o-lakes-gators/,fl,Land O' Lakes High School,Michael Frump,,Gators,Co-Ed/Public
/fl/loxahatchee/seminole-ridge-hawks/,fl,Seminole Ridge High School,Karen Bottiglieri,,Hawks,Co-Ed/Public
/fl/lakeland/lakeland-christian-vikings/,fl,Lakeland Christian High School,Todd Radford,,Vikings,Co-Ed/Private
/fl/moore-haven/moore-haven-terriers/,fl,Moore Haven High School,Samantha Rhymes ,,Terriers,Co-Ed/Public
/fl/baldwin/baldwin-indians/,fl,Baldwin High School,Joseph Graham,,Indians,Co-Ed/Public
/fl/fort-pierce/central-cobras/,fl,Central High School,Peter Crespo,,Cobras,Co-Ed/Public
/fl/naples/lely-trojans/,fl,Lely High School,Madison Squeglia,,Trojans,Co-Ed/Public
/fl/jacksonville/andrew-jackson-tigers/,fl,Andrew Jackson High School,Dion Brooks,,Tigers,Co-Ed/Public
/fl/altamonte-springs/lake-brantley-patriots/,fl,Lake Brantley High School,Melissa Dallenbach,,Patriots,Co-Ed/Public
/fl/jacksonville/ribault-trojans/,fl,Ribault High School,William Griffin,,Trojans,Co-Ed/Public
/fl/orlando/lake-nona-lions/,fl,Lake Nona High School,Chelsea John,,Lions,Co-Ed/Public
/fl/kissimmee/tohopekaliga-tigers/,fl,Tohopekaliga High School,Donald Simon,,Tigers,NA
/fl/palatka/palatka-panthers/,fl,Palatka High School,Bobby Humphries,,Panthers,Co-Ed/Public
/fl/st-augustine/menendez-falcons/,fl,Menendez High School,Matt McCool,,Falcons,Co-Ed/Public
/fl/blountstown/blountstown-tigers/,fl,Blountstown High School,Beau Johnson,,Tigers,Co-Ed/Public
/fl/miramar/everglades-gators/,fl,Everglades High School,Lisa Alonso,,Gators,Co-Ed/Public
/fl/lehigh-acres/lehigh-lightning/,fl,Lehigh,Ernesto Adamo,,Lightning,Co-Ed/Public
/fl/miami/ransom-everglades-raiders/,fl,Ransom Everglades High School,Scott Berman,,Raiders,Co-Ed/Private
/fl/bradenton/lakewood-ranch-mustangs/,fl,Lakewood Ranch High School,Kent Ringquist,,Mustangs,Co-Ed/Public
/fl/lakeland/victory-christian-academy-storm/,fl,Victory Christian Academy,Scott Skeans,,Storm,Co-Ed/Private
/fl/punta-gorda/charlotte-fightin-tarpons/,fl,Charlotte High School,Tom Massolio,,Fightin' Tarpons,Co-Ed/Public
/fl/sarasota/sarasota-sailors/,fl,Sarasota High School,Shane Ahles,,Sailors,Co-Ed/Public
/fl/lithia/newsome-wolves/,fl,Newsome High School,Aaron Haygood,,Wolves,Co-Ed/Public
/fl/zephyrhills/zephyrhills-christian-academy-warriors/,fl,Zephyrhills Christian Academy,Michael Smith II ,,Warriors,Co-Ed/Private
/fl/santa-rosa-beach/south-walton-seahawks/,fl,South Walton High School,Phil Tisa,,Seahawks,Co-Ed/Public
/fl/jacksonville/englewood-rams/,fl,Englewood High School,Cynthia Bateh,,Rams,Co-Ed/Public
/fl/tallahassee/st-john-paul-ii-panthers/,fl,St. John Paul II High School,Luisa Zalzman,,Panthers,Co-Ed/Private
/fl/sebastian/sebastian-river-sharks/,fl,Sebastian River High School,Terri Amy,,Sharks,Co-Ed/Public
/fl/orlando/timber-creek-wolves/,fl,Timber Creek High School,Jim Priest,,Wolves,Co-Ed/Public
/fl/tampa/alonso-ravens/,fl,Alonso High School,Evanitta Omensetter,,Ravens,Co-Ed/Public
/fl/lecanto/lecanto-panthers/,fl,Lecanto High School,Coach Rausch,,Panthers,Co-Ed/Public
/fl/naples/community-school-of-naples-seahawks/,fl,Community School of Naples,Eugene Chung,,Seahawks,Co-Ed/Public
/fl/mount-dora/mount-dora-hurricanes/,fl,Mount Dora High School,Kevin Gifford,,Hurricanes,Co-Ed/Public
/fl/north-miami/north-miami-pioneers/,fl,North Miami High School,Ray Benoit,,Pioneers,Co-Ed/Public
/fl/fort-myers/evangelical-christian-sentinels/,fl,Evangelical Christian High School,Christopher Harris,,Sentinels,Co-Ed
/fl/fort-pierce/john-carroll-catholic-rams/,fl,John Carroll Catholic High School,Mickey Groody ,,Rams,Co-Ed/Private
/fl/jacksonville/episcopal-school-of-jacksonville-eagles/,fl,Episcopal School of Jacksonville,Andy Kidd,,Eagles,Co-Ed/Private
/fl/cape-coral/mariner-tritons/,fl,Mariner High School,Steve Larsen,,Tritons,Co-Ed/Public
/fl/key-west/key-west-conchs/,fl,Key West High School,Justin Martin,,Conchs,Co-Ed/Public
/fl/st-cloud/st-cloud-bulldogs/,fl,St. Cloud High School,Eric Godfrey,,Bulldogs,Co-Ed/Public
/fl/st-petersburg/northside-christian-mustangs/,fl,Northside Christian High School,Kyle Glunt,,Mustangs,/Private
/fl/melbourne/melbourne-bulldogs/,fl,Melbourne High School,Chad Raymond,,Bulldogs,Co-Ed/Public
/fl/parkland/stoneman-douglas-eagles/,fl,Stoneman Douglas High School,Albert Guzzo,,Eagles,Co-Ed/Public
/fl/boynton-beach/somerset-academy-canyons-cougars/,fl,Somerset Academy - Canyons,Michael Feierstein,,Cougars,Co-Ed/Public
/fl/mayo/lafayette-hornets/,fl,Lafayette High School,Stephen Clark,,Hornets,Co-Ed/Public
/fl/melbourne/melbourne-central-catholic-hustlers/,fl,Melbourne Central Catholic High School,Johnmichael Thistle,,Hustlers,Co-Ed/Private
/fl/seminole/osceola-warriors/,fl,Osceola High School,Michele Copello,,Warriors,Co-Ed/Public
/fl/winter-garden/foundation-academy-lions/,fl,Foundation Academy,Lisa Eaves,,Lions ,Co-Ed/Private
/fl/miami/lasalle-royal-lions/,fl,LaSalle High School,Nicholas Fernandez,,Royal Lions,Co-Ed/Public
/fl/new-port-richey/river-ridge-royal-knights/,fl,River Ridge High School,Mike DeGennaro,,Royal Knights,Co-Ed/Public
/fl/clermont/east-ridge-knights/,fl,East Ridge High School,Rick Everett,,Knights,Co-Ed/Public
/fl/chipley/chipley-tigers/,fl,Chipley High School,Blake Wilson,,Tigers,Co-Ed/Public
/fl/jacksonville/parker-braves/,fl,Parker High School,KEITH POOLE,,Braves,Co-Ed/Public
/fl/valrico/bloomingdale-bulls/,fl,Bloomingdale High School,Sara Bogue,,Bulls,Co-Ed/Public
/fl/deerfield-beach/deerfield-beach-bucks/,fl,Deerfield Beach High School,TIA HILLS,,Bucks,Co-Ed/Public
/fl/tampa/blake-yellow-jackets/,fl,Blake High School,David Williams,,Yellow Jackets,Co-Ed/Public
/fl/clewiston/clewiston-tigers/,fl,Clewiston High School,Pete Walker,,Tigers,Co-Ed/Public
/fl/north-fort-myers/north-fort-myers-red-knights/,fl,North Fort Myers High School,Joe Bowen,,Red Knights,Co-Ed/Public
/fl/lehigh-acres/east-lee-county-jaguars/,fl,East Lee County High School,Brent Burnside,,Jaguars,Co-Ed/Public
/fl/winter-garden/horizon-hawks/,fl,Horizon High School,Adam Miller,,Hawks,Co-Ed/Public
/fl/frostproof/frostproof-bulldogs/,fl,Frostproof High School,Chris Ballance,,Bulldogs,Co-Ed/Public
/fl/ruskin/lennard-longhorns/,fl,Lennard High School,John Guarisco,,Longhorns,Co-Ed/Public
/fl/largo/indian-rocks-christian-eagles/,fl,Indian Rocks Christian High School,Ryan Johnson,,Eagles,/Private
/fl/boca-raton/spanish-river-sharks/,fl,Spanish River High School,Christopher Suarez,,Sharks,Co-Ed/Public
/fl/chiefland/chiefland-indians/,fl,Chiefland High School,Kyle Parnell,,Indians,Co-Ed/Public
/fl/milton/milton-panthers/,fl,Milton High School,George Blake,,Panthers,Co-Ed/Public
/fl/the-villages/the-villages-charter-buffalo/,fl,The Villages Charter,Richard Pettus,,Buffalo,Co-Ed/Public
/fl/orlando/oak-ridge-pioneers/,fl,Oak Ridge High School,Sylvester Edwards,,Pioneers,Co-Ed/Public
/fl/wauchula/hardee-wildcats/,fl,Hardee High School,Travis Tubbs,,Wildcats,Co-Ed/Public
/fl/hudson/fivay-falcons/,fl,Fivay High School,Chris Taylor,,Falcons,Co-Ed/Public
/fl/stuart/south-fork-bulldogs/,fl,South Fork High School,Ed Geiger,,Bulldogs,Co-Ed/Public
/fl/melbourne/holy-trinity-episcopal-academy-tigers/,fl,Holy Trinity Episcopal Academy,James Phillips,,Tigers,Co-Ed/Private
/fl/davenport/davenport-broncos/,fl,Davenport High School,NA,,Broncos,NA
/fl/coral-gables/coral-gables-cavaliers/,fl,Coral Gables High School,Louis Romero,,Cavaliers,Co-Ed/Public
/fl/jacksonville/sandalwood-saints/,fl,Sandalwood High School,Frank Ancayan,,Saints,Co-Ed/Public
/fl/mulberry/mulberry-panthers/,fl,Mulberry High School,Heath Hunt,,Panthers,Co-Ed/Public
/fl/tavares/tavares-bulldogs/,fl,Tavares High School,Greg Raczkowski,,Bulldogs,Co-Ed/Public
/fl/bradenton/bradenton-christian-panthers/,fl,Bradenton Christian High School,Colton Hudson,,Panthers,Co-Ed/Private
/fl/miami/palmer-trinity-falcons/,fl,Palmer Trinity High School,Dave Lanham,,Falcons,Co-Ed/Public
/fl/miami-springs/miami-springs-golden-hawks/,fl,Miami Springs High School,Craig Jay,,Golden Hawks,Co-Ed/Public
/fl/fernandina-beach/fernandina-beach-pirates/,fl,Fernandina Beach High School,Mike Woodard,,Pirates,Co-Ed/Public
/fl/port-st-joe/port-st-joe-tiger-sharks/,fl,Port St. Joe High School,Tanner Jones,,Tiger Sharks,Co-Ed/Public
/fl/pembroke-pines/pembroke-pines-charter-jaguars/,fl,Pembroke Pines Charter,a k,,Jaguars,Co-Ed/Public
/fl/pembroke-pines/flanagan-falcons/,fl,Flanagan High School,Bryan Cook,,Falcons,Co-Ed/Public
/fl/lake-worth/park-vista-cobras/,fl,Park Vista High School,Pam Romero,,Cobras,Co-Ed/Public
/fl/miami/braddock-bulldogs/,fl,Braddock High School,Donald Lape,,Bulldogs,Co-Ed/Public
/fl/okeechobee/okeechobee-brahmans/,fl,Okeechobee High School,Kenny Buckner,,Brahmans,Co-Ed/Public
/fl/miami/somerset-academy-silver-palms-stallions/,fl,Somerset Academy (Silver Palms),Rodney D. Smith,,Stallions,Co-Ed/Public
/fl/miami/westminster-christian-warriors/,fl,Westminster Christian High School,pj brown,,Warriors,/Private
/fl/miami/jackson-generals/,fl,Jackson High School,griselda bassette,,Generals,Co-Ed/Public
/fl/miami/ferguson-falcons/,fl,Ferguson High School,Jose Andion,,Falcons,Co-Ed/Public
/fl/wildwood/wildwood-wildcats/,fl,Wildwood High School,Brian Haugabrook,,Wildcats,Co-Ed/Public
/fl/north-port/north-port-bobcats/,fl,North Port High School,Tony Miller,,Bobcats,Co-Ed/Public
/fl/st-petersburg/gibbs-gladiators/,fl,Gibbs High School,Mike Machado,,Gladiators,Co-Ed/Public
/fl/dover/strawberry-crest-chargers/,fl,Strawberry Crest High School,Ryan Guarisco,,Chargers,Co-Ed/Public
/fl/seminole/seminole-warhawks/,fl,Seminole High School,Woody Cox,,Warhawks,Co-Ed/Public
/fl/port-orange/atlantic-sharks/,fl,Atlantic High School,Shana Cox,,Sharks,Co-Ed/Public
/fl/lakeland/kathleen-red-devils/,fl,Kathleen High School,LeDarius Haggins,,Red Devils,Co-Ed/Public
/fl/sneads/sneads-pirates/,fl,Sneads High School,Andy Shelton,,Pirates,Co-Ed/Public
/fl/lakeland/george-jenkins-eagles/,fl,George Jenkins High School,Jestin Bailey,,Eagles,Co-Ed/Public
/fl/cross-city/dixie-county-bears/,fl,Dixie County High School,Brent Wilkerson,,Bears,Co-Ed/Public
/fl/miami/miami-stingarees/,fl,Miami High School,Leonard A. Graham,,Stingarees,Co-Ed/Public
/fl/coconut-creek/north-broward-prep-eagles/,fl,North Broward Prep,Tricia Amrhein,,Eagles,Co-Ed/Private
/fl/orlando/the-first-academy-royals/,fl,The First Academy,Will Cohen,,Royals,Co-Ed/Private
/fl/brooksville/hernando-leopards/,fl,Hernando High School,Jeff Laing,,Leopards,Co-Ed/Public
/fl/jupiter/jupiter-christian-eagles/,fl,Jupiter Christian High School,Matt Weston,,Eagles,Co-Ed/Private
/fl/mount-dora/mount-dora-christian-academy-bulldogs/,fl,Mount Dora Christian Academy,Megan Ziegelhofer ,,Bulldogs,Co-Ed/Private
/fl/tavernier/coral-shores-hurricanes/,fl,Coral Shores High School,Richard Russell,,Hurricanes,Co-Ed/Public
/fl/belle-glade/glades-central-raiders/,fl,Glades Central High School,Felicia Patrick,,Raiders,Co-Ed/Public
/fl/jacksonville/zarephath-academy-eagles/,fl,Zarephath Academy,IVORY DURHAM ,,Eagles,NA
/fl/gainesville/oak-hall-eagles/,fl,Oak Hall High School,Edwin McTureous,,Eagles,Co-Ed/Private
/fl/miami/carol-city-chiefs/,fl,Carol City High School,Renee McCleod,,Chiefs,Co-Ed/Public
/fl/gainesville/gainesville-hurricanes/,fl,Gainesville High School,Phillip Knight,,Hurricanes,Co-Ed/Public
/fl/perry/taylor-county-bulldogs/,fl,Taylor County High School,Carol Wentworth,,Bulldogs,Co-Ed/Public
/fl/winter-park/lake-howell-silver-hawks/,fl,Lake Howell High School,Mark Ayad,,Silver Hawks,Co-Ed/Public
/fl/davenport/ridge-community-bolts/,fl,Ridge Community High School,Nicholas Nixon,,Bolts,Co-Ed/Public
/fl/coral-springs/coral-springs-colts/,fl,Coral Springs High School,Brandon Wesley,,Colts,Co-Ed/Public
/fl/west-palm-beach/palm-beach-lakes-rams/,fl,Palm Beach Lakes High School,Keith Marshall,,Rams,Co-Ed/Public
/fl/bradenton/saint-stephens-episcopal-falcons/,fl,Saint Stephen's Episcopal High School,Lenny Paoletti,,Falcons,Co-Ed/Private
/fl/keystone-heights/keystone-heights-indians/,fl,Keystone Heights High School,Charles Dickinson,,Indians,Co-Ed/Public
/fl/destin/destin-sharks/,fl,Destin High School,Garrett Ruppel,,Sharks,Co-Ed/Public
/fl/bradenton/bayshore-bruins/,fl,Bayshore High School,Chris Brady,,Bruins,Co-Ed/Public
/fl/harmony/harmony-longhorns/,fl,Harmony High School,Dan Kerr,,Longhorns,Co-Ed/Public
/fl/groveland/south-lake-eagles/,fl,South Lake High School,Travis Alderink,,Eagles,Co-Ed/Public
/fl/port-st-lucie/centennial-eagles/,fl,Centennial High School,Blake Combs,,Eagles,Co-Ed/Public
/fl/palm-bay/bayside-bears/,fl,Bayside High School,Brandon Sherrill,,Bears,Co-Ed/Public
